f84	0	0	0	0	0	0	0	0	5	0	3	0	0	43	0	0	0	0	0	0	1812	38	0	0	0	47	0	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	57750	0	462	0	0	0	0	0	0	0	0	0	3785	3	0	0	0	0	0	0	0	0	0	211	102	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	188	0	0	0	0	0	0	0	12	1449	0	0	0	95	0	0	0	0	0	0	0	0	4	0	0	0	0	0	19	0	0	0	0	0	0	0	5412	0	0	0	0	0	6	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	24	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
f85	0	0	0	0	0	0	0	0	14	0	0	0	0	104	0	0	3	89	0	0	1604	93	0	0	0	99	0	0	0	2787	0	0	9	0	0	0	0	0	0	0	0	0	0	0	44	72187	0	4044	5	0	0	0	0	0	0	0	0	4789	0	0	23	0	0	0	0	0	0	0	849	364	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	275	0	0	0	0	0	0	0	25	922	0	0	0	146	0	0	0	0	0	9	0	0	0	0	0	0	0	0	23	14	0	0	0	0	0	0	207	9	4	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	6	0	0	0	0	0	0	0	0	2	0	0	338	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	4	0	0
f86	0	0	0	0	0	0	0	0	89	0	0	0	0	415	0	0	0	30	0	0	4423	392	0	0	0	320	0	0	0	2659	5	0	53	0	0	7	11	0	0	0	28	0	4	0	121	49396	0	2653	0	4	0	0	0	0	0	2	0	3926	34	23	26	6	0	0	0	18	0	0	2050	670	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	81	281	0	0	0	0	0	0	0	101	16793	0	34	0	508	0	0	0	0	0	7	0	0	15	0	0	0	0	0	62	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	155	0	0	25	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	20	0	0	0	0	22	0	0	0	0	5	6	1226	0	0	0	0	0	0	0	0	195	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	92	0	0	0	0	0
f87	0	0	0	0	0	0	0	0	3	0	0	0	0	80	0	0	0	71	0	0	1534	51	0	0	0	51	17	0	0	1722	0	0	10	0	0	0	6	0	0	0	0	0	0	0	35	81360	0	1813	0	0	0	0	0	0	0	0	0	2823	4	0	0	0	0	0	0	0	0	0	308	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	143	0	0	0	0	0	0	0	23	1861	0	0	0	80	0	0	5	0	0	8	0	0	3	0	0	0	0	0	38	4	3	0	0	0	0	0	160	3	0	0	0	0	0	0	17	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	3	184	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f88	0	178	0	0	0	0	558	239	97	3	0	0	133	1100	0	0	6	782	5	4	1142	954	1227	0	0	392	19	91	0	1794	316	0	3043	3	9	19	624	27	164	63	26	0	51	4	228	24062	153	1583	74	15	0	7	0	0	0	17	1526	1816	202	119	40	0	0	0	117	32	0	34	2180	700	8	4	35	0	81	0	0	0	0	83	0	0	45	5	54	0	2411	2841	21	0	139	0	41	12	5	66	11	0	21	12	0	10	0	0	0	0	75	654	426	8	48	680	0	8	14	0	198	5534	255	162	27	946	2	31	0	0	10	5	0	7	0	0	0	0	0	100	162	167	0	4	54	5	0	0	375	260	33	14	71	0	0	97	0	2	63	0	329	181	948	0	0	0	0	24	28	0	8	0	50	19	0	0	145	3	45	195	10	0	0	13	0	0	102	5	0	15	551	0	11	7	0	0	0	0	0	90	11	0	154	7	0	142	7	0	0	0	35	146	0	7	0	12	27	84	19	0	62	12	0	0	64	0	0	10	0	0	0	575	0	59	0	0	0	0	0	0	0	19	0	0	89	0	0	17	0	4	0	0	95	0	5	0	6	0	0	30	0	17	0	0	0	6	0	0	0	0	0	0	0	15	60	5	16	0	0	0	0	22	44	0	0	0	0	0	0	0	27	0	23	0	0	9	21	0	0	0	0	0	3	0	79	0	28	0	0	0	0	0	146	0	0	0	0	0	0	81	0	228	0	0	0	0	25	0	0	0	0	0	451	0	0	0	0	0	21	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	1882	0	0	6	0	0	0	0	0	185	0	0	0	0	0
f89	0	0	0	0	0	0	0	0	7	0	0	0	0	19	0	0	0	8	0	0	10788	0	0	0	0	0	0	0	0	320	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	66125	0	121	0	0	0	0	0	0	0	0	0	16483	0	0	0	0	0	0	0	0	0	0	87	29	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	3	0	0	0	20	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	56	0	0	0	0	0	0	0	0	15	0	0	47	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f90	0	0	0	0	0	0	0	0	60	0	0	0	0	288	0	10	0	218	0	0	1095	250	20	0	0	165	15	0	0	3947	0	0	0	0	0	0	0	0	0	0	18	0	0	0	88	54892	0	2847	0	0	0	0	0	0	0	0	0	2367	23	24	19	0	0	0	0	0	0	0	1044	594	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	2	0	0	0	0	0	67	230	0	47	0	198	0	0	0	0	0	0	27	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	900	4	0	0	0	0	0	0	45	0	292	0	0	46	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	23	0	0	0	0	10	0	0	0	6	0	2	622	0	0	0	0	0	0	0	0	88	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
f201	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	17	0	0	68	24	0	0	0	7	0	0	0	4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21047	0	1768	0	0	0	0	0	0	0	0	0	25637	0	3	0	0	0	0	0	0	0	4	362	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	49	0	27	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	5	0	15	0	294	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	131	0	0	0	0	0
f202	0	0	0	0	0	0	0	3	0	0	0	2	0	340	0	0	0	49	0	0	45	41	0	0	0	13	4	0	0	3347	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	40000	0	7946	0	0	0	0	0	0	0	0	0	15368	0	0	0	3	0	0	0	0	0	3	562	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	567	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0
f203	18	15	0	0	0	0	1332	174	50	0	5	33	561	2040	0	0	0	14	3	0	63	22555	0	0	3	0	18	0	0	31	317	0	134	0	0	0	2377	0	36	47	0	0	13	0	4	533	902	29	304	25	0	0	0	0	0	0	6	215	190	510	0	0	0	0	763	4	0	98	746	0	0	0	1108	0	0	0	0	0	0	29	0	0	186	0	822	0	24	64	5	0	113	24	16	0	0	20	0	0	0	0	25	55	0	0	0	2	0	6621	9	15	325	61	0	0	8	4	11	177	118	156	0	0	0	0	0	0	5	3	0	4	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	335	0	0	28	0	0	7	0	0	18	0	6	0	15	0	0	0	0	0	15	0	0	0	0	0	18	0	4924	0	0	20	140	0	0	0	0	11	62	0	0	5	0	0	35	0	0	9	0	0	0	312	0	4	50	0	0	806	9	0	0	140	17	0	0	35	0	0	0	24	0	0	167	0	0	0	10	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	65	0	0	151	0	0	4	0	0	0	0	0	4	0	0	0	0	0	9	6	0	0	0	0	0	0	0	37	0	0	0	269	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	18	0	11	0	0	0	41	0	48	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	1014	17	0	30	0	0	0	0	0	0	0	0	0	0	0
f204	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	9	0	0	70	15	0	0	3	5	0	0	0	47	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	55913	0	1791	0	0	0	0	0	0	0	0	16	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2409	4	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	5	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	11	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	5159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	24	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	0	0	0	0	0	0	0	0	0	0	0
f205	0	0	0	0	0	0	46	22	11	0	0	0	73	150	0	0	0	98	0	0	73	4691	0	0	0	0	0	0	0	554	19	0	35	0	0	0	112	0	8	0	0	0	10	0	0	54401	60	1941	23	0	0	0	0	0	0	0	0	9676	0	25	0	0	0	0	53	2	0	2	192	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	35	0	73	9	2	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	140	6	0	8	0	0	0	3	0	0	308	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	23	0	0	0	0	0	2	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	4	0	0	0	0	0	0	48	0	61	0	0	0	3	0	0	0	0	0	0	27	0	0	31	0	0	38	0	0	0	19	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	16	0	0	0	0	0
f231	3	51	0	0	0	0	526	83	26	20	0	12	182	1273	0	0	0	1377	3	0	68	2201	186	0	4	296	6	102	0	980	155	0	590	0	0	125	856	0	177	74	0	0	68	0	180	37765	98	2020	39	59	0	40	0	0	0	11	6	280	27	29	0	9	0	0	59	38	0	22	3040	392	6	27	24	0	29	0	0	0	4	65	0	0	27	0	55	5	52	119	13	16	303	11	41	0	17	0	19	0	0	0	0	0	0	0	0	0	0	861	100	3	61	18	0	20	23	5	40	2269	150	78	17	246	7	24	0	0	0	6	0	0	8	0	0	0	0	79	154	1045	0	3	20	0	6	0	142	154	18	7	0	0	0	6	0	0	16	5	286	155	47	0	0	0	0	6	10	0	0	3	0	0	0	0	233	18	0	12	0	0	23	23	0	11	132	0	0	13	14	0	17	8	0	0	0	0	0	46	7	0	403	0	0	497	11	0	0	31	0	183	0	15	0	0	26	0	18	0	0	37	0	0	0	0	0	5	9	0	0	174	0	0	0	0	0	0	0	7	4	57	0	70	55	0	0	149	0	19	0	0	302	0	0	0	0	0	57	0	0	11	0	0	0	3	0	0	0	0	0	0	0	16	47	21	7	201	0	0	0	116	51	0	0	0	0	0	0	0	0	0	8	0	0	0	22	0	9	0	0	0	0	0	64	0	101	0	0	7	0	0	15	0	7	0	0	44	0	0	0	67	0	0	0	0	0	0	0	0	8	0	129	0	26	0	6	0	8	0	9	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	114	0	0	3	0	0	96	0	0	0	0	0
f232	0	0	0	0	0	0	21	0	0	0	0	0	4	129	0	0	0	22	0	0	77	51	13	0	0	5	0	0	0	462	0	0	11	0	0	13	35	0	0	0	0	0	0	0	7	79745	0	274	0	5	0	0	0	0	0	0	4	1161	0	0	0	0	0	0	0	0	0	0	246	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	4	0	0	0	0	0	0	145	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	111	0	8	21	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	21	0	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
f233	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	67	0	0	64	6	5	0	0	20	2	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	53638	0	2311	0	0	0	0	0	0	0	0	0	1238	0	0	0	10	0	0	0	0	0	0	90	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	625	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	10	40	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f261	5	4	0	0	2	0	54	234	14	0	0	0	44	194	0	0	0	278	0	0	69	42	19	0	0	381	4	4	0	239	0	0	48	0	0	7	269	0	0	0	0	0	6	0	0	50467	805	3387	46	0	0	0	0	0	0	0	85	531	0	18	0	0	0	0	0	0	0	0	133	0	0	0	164	0	0	0	0	0	0	0	0	0	12	0	119	0	14	0	0	0	46	8	0	0	5	0	0	0	12	0	2	491	0	0	0	0	0	4371	13	0	3	86	0	44	6	0	0	879	36	0	5	0	0	10	0	0	0	6	3	0	0	0	0	0	0	4	7	423	0	0	0	0	0	0	315	12	310	0	0	0	7	7	5	0	65	0	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	456	3	0	0	0	0	10	0	0	0	27	0	0	0	0	0	27	0	0	0	0	0	0	22	0	0	175	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	8	0	0	149	0	0	4	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	11	0	0	10	0	0	33	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	19	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	83	0	0	0	39	3	7	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	8	0	0	0	0	0	19	0	0	0	0	0
f262	0	0	0	0	0	0	0	61	13	0	0	14	0	1209	0	38	0	448	0	0	101	305	363	0	0	2292	6	0	0	1740	2	0	19	0	0	53	3	0	0	0	0	0	0	0	83	46330	0	3571	15	0	0	0	0	0	12	20	0	2306	4	0	5	0	0	0	0	5	0	8	870	355	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	4	0	73	0	0	8	0	0	0	6	0	0	5592	0	27	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	406	0	177	0	0	0	0	0	43	0	149	0	0	31	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	16	0	0	0	2	28	0	0	52	0	0	15	0	0	0	5	0	0	0	0	0	42	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	42	0	2	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4	477	0	0	0	76	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0
f263	0	34	73	0	0	0	1883	791	0	0	116	55	4677	395	0	77	77	91	0	57	77	637	57	0	0	3807	51	33	0	152	400	31	3122	0	0	0	394	0	253	0	0	0	86	0	395	928	695	810	191	317	0	36	0	0	0	122	0	149	0	9	68	0	0	0	85	53	0	48	2345	65	11	0	0	0	0	0	29	0	0	25	0	0	922	0	127	0	130	91	450	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	90	0	106	1458	85	0	149	28	300	502	717	61	255	274	314	6	38	0	0	0	0	0	0	0	99	0	0	86	0	0	12	0	0	140	0	0	0	41	351	40	0	41	18	0	123	0	0	73	0	184	0	0	45	0	0	0	0	122	15	0	0	0	0	0	0	0	0	0	0	118	0	0	223	35	0	180	0	32	39	0	0	0	95	0	0	0	0	82	145	121	0	238	0	0	947	0	0	0	0	0	0	0	115	0	0	33	31	0	0	205	162	0	2	556	0	0	0	0	0	0	390	0	33	0	0	0	0	0	0	0	165	0	0	0	110	0	316	0	0	0	0	275	0	0	0	197	0	150	0	0	154	0	0	26	0	0	0	0	0	0	0	57	624	0	0	0	0	22	0	0	200	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	209	0	1186	0	66	0	56	0	0	0	49	0	0	0	0	18	0	125	0	0	0	0	49	0	0	0	0	0	867	0	1405	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	18	4091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
